"RootFolder","File","RelativePath","DateTime","DeleteFlag","animal","empty","person","vehicle","Species","Unidentifiable","Dark","No_Adults_Seq","No_Juv_Seq","Date","Individual","time_diff","keep_row","Trap","camtype"
"Imagestoclassify","Q12__2022-12-26__02-44-55(1).JPG","BrendanAltingMLDP2023Images\Q12",2022-12-26 02:44:55,"false","false","false","false","false","Fox","false","false",0,0,2022-12-26,"Unidentifiable",4231,TRUE,"Q12","Baited"
"Imagestoclassify","PS23__CamA__2022-12-26__03-16-27(1).JPG","BrendanAltingMLDP2023Images\PS23\CamA",2022-12-26 03:16:27,"false","true","false","false","false","Fox","false","false",0,0,2022-12-26,"Unidentifiable",1464,TRUE,"PS23","Trail"
"Imagestoclassify","PS15__CamB__2022-12-26__23-51-07(1).JPG","BrendanAltingMLDP2023Images\PS15\CamB",2022-12-26 23:51:07,"false","true","false","false","false","Fox","false","false",0,0,2022-12-26,"Unidentifiable",74079,TRUE,"PS15","Trail"
"Imagestoclassify","PS15__CamB__2022-12-27__03-24-02(1).JPG","BrendanAltingMLDP2023Images\PS15\CamB",2022-12-27 03:24:02,"false","true","false","false","false","Fox","false","false",0,0,2022-12-27,"Unidentifiable",12688,TRUE,"PS15","Trail"
"Imagestoclassify","PS16__CamB__2022-12-27__03-47-26(1).JPG","BrendanAltingMLDP2023Images\PS16\CamB",2022-12-27 03:47:26,"false","true","false","false","false","Fox","false","false",0,0,2022-12-27,"Unidentifiable",1037,TRUE,"PS16","Trail"
"Imagestoclassify","PS12__CamA__2022-12-28__04-59-25(1).JPG","BrendanAltingMLDP2023Images\PS12\CamA",2022-12-28 04:59:25,"false","true","false","false","false","Fox","false","false",0,0,2022-12-28,"Unidentifiable",90718,TRUE,"PS12","Trail"
"Imagestoclassify","PS15__CamB__2022-12-28__22-04-21(1).JPG","BrendanAltingMLDP2023Images\PS15\CamB",2022-12-28 22:04:21,"false","true","false","false","false","Fox","false","false",0,0,2022-12-28,"Unidentifiable",60664,TRUE,"PS15","Trail"
"Imagestoclassify","PS20__CamB__2022-12-29__00-12-56(1).JPG","BrendanAltingMLDP2023Images\PS20\CamB",2022-12-29 00:12:56,"false","true","false","false","false","Fox","false","false",0,0,2022-12-29,"Unidentifiable",7713,TRUE,"PS20","Trail"
"Imagestoclassify","PS6__CamB__2022-12-29__04-43-32(1).JPG","BrendanAltingMLDP2023Images\PS6\CamB",2022-12-29 04:43:32,"false","true","false","false","false","Fox","false","false",0,0,2022-12-29,"Unidentifiable",16207,TRUE,"PS6","Trail"
"Imagestoclassify","PS15__CamB__2022-12-30__00-59-52(1).JPG","BrendanAltingMLDP2023Images\PS15\CamB",2022-12-30 00:59:52,"false","true","false","false","false","Fox","false","false",0,0,2022-12-30,"Unidentifiable",72980,TRUE,"PS15","Trail"
"Imagestoclassify","PS20__CamB__2022-12-30__20-55-54(1).JPG","BrendanAltingMLDP2023Images\PS20\CamB",2022-12-30 20:55:54,"false","true","false","false","false","Fox","false","false",0,0,2022-12-30,"Unidentifiable",71759,TRUE,"PS20","Trail"
"Imagestoclassify","PS20__CamB__2022-12-30__22-46-40(1).JPG","BrendanAltingMLDP2023Images\PS20\CamB",2022-12-30 22:46:40,"false","true","false","false","false","Fox","false","false",0,0,2022-12-30,"Unidentifiable",6610,TRUE,"PS20","Trail"
"Imagestoclassify","PS20__CamB__2022-12-31__20-18-47(1).JPG","BrendanAltingMLDP2023Images\PS20\CamB",2022-12-31 20:18:47,"false","true","false","false","false","Fox","false","false",0,0,2022-12-31,"Unidentifiable",77527,TRUE,"PS20","Trail"
"Imagestoclassify","PS15__CamB__2022-12-31__21-12-07(1).JPG","BrendanAltingMLDP2023Images\PS15\CamB",2022-12-31 21:12:07,"false","true","false","false","false","Fox","false","false",0,0,2022-12-31,"Unidentifiable",3169,TRUE,"PS15","Trail"
"Imagestoclassify","PS14__CamB__2022-12-31__23-13-06(1).JPG","BrendanAltingMLDP2023Images\PS14\CamB",2022-12-31 23:13:06,"false","true","false","false","false","Fox","false","false",0,0,2022-12-31,"Unidentifiable",7258,TRUE,"PS14","Trail"
"Imagestoclassify","PS5__CamA__2023-01-01__00-17-56(1).JPG","BrendanAltingMLDP2023Images\PS5\CamA",2023-01-01 00:17:56,"false","true","false","false","false","Fox","false","false",0,0,2023-01-01,"Unidentifiable",3884,TRUE,"PS5","Trail"
"Imagestoclassify","PS6__CamB__2023-01-01__02-26-12(1).JPG","BrendanAltingMLDP2023Images\PS6\CamB",2023-01-01 02:26:12,"false","true","false","false","false","Fox","false","false",0,0,2023-01-01,"Unidentifiable",7691,TRUE,"PS6","Trail"
"Imagestoclassify","PS15__CamB__2023-01-01__21-59-01(1).JPG","BrendanAltingMLDP2023Images\PS15\CamB",2023-01-01 21:59:01,"false","true","false","false","false","Fox","false","false",0,0,2023-01-01,"Unidentifiable",70369,TRUE,"PS15","Trail"
"Imagestoclassify","PS20__CamB__2023-01-01__22-26-59(1).JPG","BrendanAltingMLDP2023Images\PS20\CamB",2023-01-01 22:26:59,"false","true","false","false","false","Fox","false","false",0,0,2023-01-01,"Unidentifiable",1677,TRUE,"PS20","Trail"
"Imagestoclassify","PS12__CamA__2023-01-01__23-25-57(1).JPG","BrendanAltingMLDP2023Images\PS12\CamA",2023-01-01 23:25:57,"false","true","false","false","false","Fox","false","false",0,0,2023-01-01,"Unidentifiable",3507,TRUE,"PS12","Trail"
"Imagestoclassify","PS14__CamA__2023-01-02__00-59-54(1).JPG","BrendanAltingMLDP2023Images\PS14\CamA",2023-01-02 00:59:54,"false","true","false","false","false","Fox","false","false",0,0,2023-01-02,"Unidentifiable",5636,TRUE,"PS14","Trail"
"Imagestoclassify","PS15__CamB__2023-01-02__23-22-51(1).JPG","BrendanAltingMLDP2023Images\PS15\CamB",2023-01-02 23:22:51,"false","true","false","false","false","Fox","false","false",0,0,2023-01-02,"Unidentifiable",80570,TRUE,"PS15","Trail"
"Imagestoclassify","PS23__CamA__2023-01-03__02-49-37(1).JPG","BrendanAltingMLDP2023Images\PS23\CamA",2023-01-03 02:49:37,"false","true","false","false","false","Fox","false","false",0,0,2023-01-03,"Unidentifiable",12355,TRUE,"PS23","Trail"
"Imagestoclassify","PS15__CamA__2023-01-03__21-58-01(1).JPG","BrendanAltingMLDP2023Images\PS15\CamA",2023-01-03 21:58:01,"false","true","false","false","false","Fox","false","false",0,0,2023-01-03,"Unidentifiable",68901,TRUE,"PS15","Trail"
"Imagestoclassify","PS20__CamB__2023-01-04__03-08-49(1).JPG","BrendanAltingMLDP2023Images\PS20\CamB",2023-01-04 03:08:49,"false","true","false","false","false","Fox","false","false",0,0,2023-01-04,"Unidentifiable",18647,TRUE,"PS20","Trail"
"Imagestoclassify","PS24__CamB__2023-01-06__21-50-42(1).JPG","BrendanAltingMLDP2023Images\PS24\CamB",2023-01-06 21:50:42,"false","true","false","false","false","Fox","false","false",0,0,2023-01-06,"Unidentifiable",240073,TRUE,"PS24","Trail"
"Imagestoclassify","Q11__2023-01-07__21-51-01(1).JPG","BrendanAltingMLDP2023Images\Q11",2023-01-07 21:51:01,"false","false","false","false","false","Fox","false","false",0,0,2023-01-07,"Unidentifiable",86382,TRUE,"Q11","Baited"
"Imagestoclassify","PS16__CamB__2023-01-08__00-48-55(1).JPG","BrendanAltingMLDP2023Images\PS16\CamB",2023-01-08 00:48:55,"false","true","false","false","false","Fox","false","false",0,0,2023-01-08,"Unidentifiable",10642,TRUE,"PS16","Trail"
"Imagestoclassify","PS16__CamA__2023-01-08__06-31-38(1).JPG","BrendanAltingMLDP2023Images\PS16\CamA",2023-01-08 06:31:38,"false","true","false","false","false","Fox","false","false",0,0,2023-01-08,"Unidentifiable",20563,TRUE,"PS16","Trail"
"Imagestoclassify","PS23__CamA__2023-01-09__00-18-29(1).JPG","BrendanAltingMLDP2023Images\PS23\CamA",2023-01-09 00:18:29,"false","true","false","false","false","Fox","false","false",0,0,2023-01-09,"Unidentifiable",63896,TRUE,"PS23","Trail"
"Imagestoclassify","PS15__CamB__2023-01-09__21-35-02(1).JPG","BrendanAltingMLDP2023Images\PS15\CamB",2023-01-09 21:35:02,"false","true","false","false","false","Fox","false","false",0,0,2023-01-09,"Unidentifiable",76592,TRUE,"PS15","Trail"
"Imagestoclassify","PS16__CamA__2023-01-09__23-59-42(1).JPG","BrendanAltingMLDP2023Images\PS16\CamA",2023-01-09 23:59:42,"false","true","false","false","false","Fox","false","false",0,0,2023-01-09,"Unidentifiable",8679,TRUE,"PS16","Trail"
"Imagestoclassify","PS16__CamA__2023-01-10__00-38-42(4).JPG","BrendanAltingMLDP2023Images\PS16\CamA",2023-01-10 00:38:42,"false","true","false","false","false","Fox","false","false",0,0,2023-01-10,"Unidentifiable",2328,TRUE,"PS16","Trail"
"Imagestoclassify","PS15__CamB__2023-01-10__21-49-26(1).JPG","BrendanAltingMLDP2023Images\PS15\CamB",2023-01-10 21:49:26,"false","true","false","false","false","Fox","false","false",0,0,2023-01-10,"Unidentifiable",76233,TRUE,"PS15","Trail"
